 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,8005809,4,0,24,0,6,6,6,0,0,0,0,0,2.997823206,0.499637201,2668603,4622152.517,8005805,1,8005809,2668603,4622152.517,8005805,1,0,0,0,0,0,0,0,0,0,80,0,0.499637201,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,8005805,0,8005805,8005805,DDoS
8080,1029335,3,3,0,18,0,0,0,0,6,6,6,0,17.48701832,5.829006106,205867,281070.0063,515084,366,1028969,514484.5,1660.993829,515659,513310,1028465,514232.5,1721.805012,515450,513015,0,0,0,0,92,60,2.914503053,2.914503053,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
443,10239662,11,11,9095,4425,4308,0,826.8181818,1489.214613,1436,0,402.2727273,582.8607194,1320.356082,2.148508418,487602.9524,2168139.323,9949847,4,10200000,1023792.9,3136451.859,9949847,14,10200000,1021020,3155485.444,10000000,4,0,0,0,0,232,232,1.074254209,1.074254209,0,4308,587.826087,1106.33357,1223973.968,0,0,0,1,0,0,0,0,1,614.5454545,826.8181818,402.2727273,232,0,0,0,0,0,0,11,9095,11,4425,8192,49,10,20,288082,0,288082,288082,9949847,0,9949847,9949847,BENIGN
443,36504,1,1,0,0,0,0,0,0,0,0,0,0,0,54.78851633,36504,0,36504,36504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27.39425816,27.39425816,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,468,423,0,32,0,0,0,0,0,0,0,0,BENIGN
52526,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,500000,500000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,126,33304,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23554,1,1,55,71,55,55,55,0,71,71,71,0,5349.409867,84.91126773,23554,0,23554,23554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.45563386,42.45563386,55,71,60.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,90.5,55,71,32,0,0,0,0,0,0,1,55,1,71,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,117248,1,1,49,147,49,49,49,0,147,147,147,0,1671.670306,17.05786026,117248,0,117248,117248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.528930131,8.528930131,49,147,81.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,122.5,49,147,20,0,0,0,0,0,0,1,49,1,147,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
21,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
21,215,2,1,14,0,14,0,7,9.899494937,0,0,0,0,65116.27907,13953.48837,107.5,30.40559159,129,86,215,215,0,215,215,0,0,0,0,0,1,0,0,0,64,20,9302.325581,4651.162791,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
53,295,2,2,68,580,34,34,34,0,290,290,290,0,2196610.169,13559.32203,98.33333333,87.17989065,199,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,6779.661017,6779.661017,34,290,136.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,170.5,34,290,40,0,0,0,0,0,0,2,68,2,580,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,269,2,2,64,204,32,32,32,0,102,102,102,0,996282.5279,14869.88848,89.66666667,112.6469411,217,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,80,80,7434.944238,7434.944238,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN
80,5738602,3,1,0,0,0,0,0,0,0,0,0,0,0,0.697033877,1912867.333,3312416.129,5737716,99,5738602,2869301,4056551.396,5737716,886,0,0,0,0,0,0,0,0,0,104,40,0.522775408,0.174258469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
51695,41,1,1,6,6,6,6,6,0,6,6,6,0,292682.9268,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
80,1031408,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11278.75681,8.725935808,128926,363720.4185,1029087,16,1908,954,1192.182033,1797,111,1031335,206267,459971.11,1029087,16,0,0,0,0,72,132,2.908645269,5.817290539,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,241,2,0,0,0,0,0,0,0,0,0,0,0,0,8298.755187,241,0,241,241,241,241,0,241,241,0,0,0,0,0,0,0,0,0,64,0,8298.755187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,30442,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,147,2,2,88,120,44,44,44,0,60,60,60,0,1414965.986,27210.88435,49,81.41252975,143,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,40,40,13605.44218,13605.44218,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,40,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,60918,2,2,68,428,34,34,34,0,214,214,214,0,8142.092649,65.66203749,20306,35126.86361,60867,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,32.83101875,32.83101875,34,214,106,98.59006035,9720,0,0,0,0,0,0,0,0,1,132.5,34,214,40,0,0,0,0,0,0,2,68,2,428,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8080,1028846,3,3,0,18,0,0,0,0,6,6,6,0,17.49532972,5.831776573,205769.2,280648.357,515066,568,1028278,514139,2119.90613,515638,512640,1027541,513770.5,2635.386973,515634,511907,0,0,0,0,92,60,2.915888286,2.915888286,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,Bot
36262,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
22,13030800,19,31,1992,2745,640,0,104.8421053,143.7750029,976,0,88.5483871,223.315,363.5233447,3.837062959,265934.6939,697710.0634,2332293,3,11200000,619659.1111,1017176.334,2376707,419,13000000,434356.7333,854488.0792,2332293,3,0,0,0,0,616,1000,1.458083924,2.378979034,0,976,92.88235294,193.9122118,37601.94588,0,0,0,1,0,0,0,0,1,94.74,104.8421053,88.5483871,616,0,0,0,0,0,0,19,1992,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,5317104,3,1,0,0,0,0,0,0,0,0,0,0,0,0.752289216,1772368,3069057.22,5316210,92,5317104,2658552,3758495.988,5316210,894,0,0,0,0,0,0,0,0,0,104,40,0.564216912,0.188072304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
443,18,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,1722222.222,111111.1111,18,0,18,18,18,18,0,18,18,0,0,0,0,0,1,0,0,0,64,0,111111.1111,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,1324,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
8080,62528,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5501.535312,111.9498465,10421.33333,24624.53786,60683,19,62528,20842.66667,35472.63005,61801,19,61276,30638,42490.04648,60683,593,0,0,0,0,92,72,63.97134084,47.97850563,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
80,5009163,4,4,599,2021,599,0,149.75,299.5,2021,0,505.25,1010.5,523.0414742,1.597073204,715594.7143,1890923.412,5003805,56,5358,1786,2252.041074,4381,343,5009082,1669694,2888011.439,5004482,952,0,0,0,0,136,136,0.798536602,0.798536602,0,2021,291.1111111,678.2819186,460066.3611,0,0,0,1,0,0,0,0,1,327.5,149.75,505.25,136,0,0,0,0,0,0,4,599,4,2021,29200,236,1,32,0,0,0,0,0,0,0,0,Web Attack � Sql Injection
53,48192,2,2,76,274,38,38,38,0,137,137,137,0,7262.616202,83.00132802,16064,27624.55958,47962,48,48,48,0,48,48,182,182,0,182,182,0,0,0,0,40,40,41.50066401,41.50066401,38,137,77.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,97,38,137,40,0,0,0,0,0,0,2,76,2,274,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
1035,42,1,1,2,6,2,2,2,0,6,6,6,0,190476.1905,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,33482407,23,21,6188,6030,883,0,269.0434783,381.5521504,1867,0,287.1428571,479.3483374,364.9080545,1.314122966,778660.6279,2563676.677,10000000,3,23600000,1070574.227,2925529.323,10100000,3,33400000,1672335.35,3612127.498,10100000,3,0,0,0,0,480,432,0.686927914,0.627195052,0,1867,271.5111111,423.1185962,179029.3465,0,0,0,1,0,0,0,0,0,277.6818182,269.0434783,287.1428571,480,0,0,0,0,0,0,23,6188,21,6030,29200,83,22,20,1184826.333,1990326.142,3483057,35656,9975975,71895.42177,10000000,9894005,BENIGN
53,31638,2,2,64,96,32,32,32,0,48,48,48,0,5057.209685,126.4302421,10546,18183.06938,31542,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,63.21512106,63.21512106,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,6473838,5,0,30,0,6,6,6,0,0,0,0,0,4.634036255,0.772339376,1618459.5,3235583.701,6471835,3,6473838,1618459.5,3235583.701,6471835,3,0,0,0,0,0,0,0,0,0,100,0,0.772339376,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2003,0,2003,2003,6471835,0,6471835,6471835,DDoS
80,5615093,3,1,0,0,0,0,0,0,0,0,0,0,0,0.712365761,1871697.667,3241100.379,5614198,115,5615093,2807546.5,3969204.616,5614198,895,0,0,0,0,0,0,0,0,0,104,40,0.534274321,0.17809144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
80,5125913,3,1,0,0,0,0,0,0,0,0,0,0,0,0.780348789,1708637.667,2958689.491,5125038,160,5125913,2562956.5,3623330.405,5125038,875,0,0,0,0,0,0,0,0,0,104,40,0.585261591,0.195087197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
6594,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,335,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,37043,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,313878.4656,242.9608833,4630.375,12658.50698,35956,9,36018,18009,25455.84412,36009,9,36990,7398,16034.74276,36080,38,0,0,0,0,72,132,80.9869611,161.9739222,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
21,9079153,9,15,97,188,20,0,10.77777778,8.363279527,34,0,12.53333333,14.54975045,31.39059337,2.643418389,394745.7826,1021185.958,3114862,3,6098030,762253.75,1401937.081,3159109,216,9079052,648503.7143,1259988.381,3114862,3,0,0,0,0,296,488,0.991281896,1.652136493,0,34,11.4,12.37605214,153.1666667,0,0,0,1,0,0,0,0,1,11.875,10.77777778,12.53333333,296,0,0,0,0,0,0,9,97,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
444,56538478,2,1,66,6,60,6,33,38.18376618,6,6,6,0,1.273469017,0.053061209,28300000,40000000,56500000,389,56500000,56500000,0,56500000,56500000,0,0,0,0,0,0,0,0,0,40,20,0.035374139,0.01768707,6,60,19.5,27,729,0,0,0,0,1,0,0,0,0,26,33,6,40,0,0,0,0,0,0,2,66,1,6,255,0,1,20,0,0,0,0,56500000,0,56500000,56500000,Infiltration
33,43,1,1,2,6,2,2,2,0,6,6,6,0,186046.5116,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,5130556,3,1,0,0,0,0,0,0,0,0,0,0,0,0.779642596,1710185.333,2961370.132,5129681,124,5130556,2565278,3626613.502,5129681,875,0,0,0,0,0,0,0,0,0,104,40,0.584731947,0.194910649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
53,103505,2,2,66,180,33,33,33,0,90,90,90,0,2376.696778,38.64547606,34501.66667,59713.61072,103453,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,64,64,19.32273803,19.32273803,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33,90,64,0,0,0,0,0,0,2,66,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5750812,3,1,0,0,0,0,0,0,0,0,0,0,0,0.69555395,1916937.333,3319460.377,5749920,128,5750812,2875406,4065176.684,5749920,892,0,0,0,0,0,0,0,0,0,104,40,0.521665462,0.173888487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
80,82246669,8,5,56,11607,20,0,7,5.656854249,8675,0,2321.4,3769.536019,141.805135,0.158061112,6853889.083,22000000,76700000,1,81000000,11600000,28800000,76700000,1,1292987,323246.75,645828.932,1291990,5,0,0,0,0,172,112,0.097268377,0.060792736,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4250876,0,4250876,4250876,76700000,0,76700000,76700000,DDoS
58479,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,351,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,619959,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,18754.46602,14.51708903,77494.875,216402.1875,613036,16,6589,3294.5,4400.325499,6406,183,619859,123971.8,273409.6074,613036,16,0,0,0,0,72,132,4.839029678,9.678059356,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
444,119382036,1157,1157,319630,6942,1271,6,276.2575627,265.155894,6,6,6,0,2735.520443,19.38315074,51613.50454,688536.9003,24800000,1,119000000,103271.2249,972656.1248,24800000,352,119000000,103271.2033,971529.3733,24800000,464,1,0,0,0,23140,23140,9.691575372,9.691575372,6,1271,141.1088553,231.0500967,53384.14718,0,1,0,0,1,0,0,0,1,141.1698358,276.2575627,6,23140,0,0,0,0,0,0,1157,319630,1157,6942,255,3977,1156,20,8742788.75,8670543.965,21700000,3735603,13600000,9693511.151,24800000,5373451,Infiltration
80,4116918,5,0,30,0,6,6,6,0,0,0,0,0,7.287004502,1.21450075,1029229.5,2057102.389,4114883,1,4116918,1029229.5,2057102.389,4114883,1,0,0,0,0,0,0,0,0,0,100,0,1.21450075,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
222,47,1,1,0,6,0,0,0,0,6,6,6,0,127659.5745,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,21276.59574,21276.59574,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
7,45,1,1,2,6,2,2,2,0,6,6,6,0,177777.7778,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
56561,5500980,1,6,6,36,6,6,6,0,6,6,6,0,7.635003218,1.272500536,916830,2235448.462,5479906,7,0,0,0,0,0,5496932,1099386.4,2448792.762,5479906,7,0,0,0,0,20,120,0.181785791,1.090714745,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,21074,0,21074,21074,5479906,0,5479906,5479906,BENIGN
80,5742128,3,1,0,0,0,0,0,0,0,0,0,0,0,0.696605858,1914042.667,3301907.13,5726747,278,5742128,2871064,4038545.628,5726747,15381,0,0,0,0,0,0,0,0,0,72,32,0.522454393,0.174151464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,BENIGN
443,118012695,25,21,3051,8539,1899,0,122.04,403.0667314,1799,0,406.6190476,660.2168944,98.20977311,0.389788573,2622504.333,4312310.965,10000000,4,118000000,4917195.625,4912169.439,10100000,4,113000000,5666374.6,4985522.806,10100000,48,0,0,0,0,808,680,0.211841616,0.177946957,0,1899,246.5957447,543.8040991,295722.8982,0,0,0,1,0,0,0,0,0,251.9565217,122.04,406.6190476,808,0,0,0,0,0,0,25,3051,21,8539,29200,413,5,32,290198.7273,842972.4199,2831856,35778,10000000,2926.667366,10000000,10000000,BENIGN
443,127,2,0,12,0,6,6,6,0,0,0,0,0,94488.18898,15748.0315,127,0,127,127,127,127,0,127,127,0,0,0,0,0,0,0,0,0,40,0,15748.0315,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,5551022,3,1,0,0,0,0,0,0,0,0,0,0,0,0.720588029,1850340.667,3204102.037,5550119,172,5551022,2775511,3923888.264,5550119,903,0,0,0,0,0,0,0,0,0,104,40,0.540441021,0.180147007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � XSS
2725,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0,0,0,0,0,0,0,0,PortScan
80,23204,1,1,0,0,0,0,0,0,0,0,0,0,0,86.19203586,23204,0,23204,23204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.09601793,43.09601793,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,335,1006,0,32,0,0,0,0,0,0,0,0,BENIGN
53,37574,1,1,43,109,43,43,43,0,109,109,109,0,4045.350508,53.22829616,37574,0,37574,37574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.61414808,26.61414808,43,109,65,38.10511777,1452,0,0,0,0,0,0,0,0,1,97.5,43,109,32,0,0,0,0,0,0,1,43,1,109,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,175574,4,2,184,200,46,46,46,0,100,100,100,0,2187.111987,34.1736248,35114.8,62135.08466,143446,2,32126,10708.66667,18541.02654,32118,4,2,2,0,2,2,0,0,0,0,80,40,22.78241653,11.39120827,46,100,61.42857143,26.34930197,694.2857143,0,0,0,0,0,0,0,0,0,71.66666667,46,100,80,0,0,0,0,0,0,4,184,2,200,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,194,2,2,74,154,37,37,37,0,77,77,77,0,1175257.732,20618.5567,64.66666667,105.9449543,187,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,10309.27835,10309.27835,37,77,53,21.9089023,480,0,0,0,0,0,0,0,0,1,66.25,37,77,64,0,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
22,11865068,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,400.5876747,4.551174928,223869.2075,617461.4715,2580395,3,9873384,470161.1429,870123.8385,2659831,342,11900000,382741.129,773402.6439,2580395,4,0,0,0,0,712,1032,1.854182378,2.69699255,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,0,0,1,88.01851852,91.27272727,85.78125,712,0,0,0,0,0,0,22,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
21,20,2,0,14,0,14,0,7,9.899494937,0,0,0,0,700000,100000,20,0,20,20,20,20,0,20,20,0,0,0,0,0,1,0,0,0,64,0,100000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
22,13352059,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,355.9750597,4.119214872,247260.3519,679231.4212,2444311,3,11400000,517441.3182,962808.4683,2495636,20,13400000,430707.5484,856492.7617,2444311,3,0,0,0,0,744,1032,1.722580765,2.396634107,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,87.30434783,85.78125,744,0,0,0,0,0,0,23,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
80,5241162,3,1,0,0,0,0,0,0,0,0,0,0,0,0.763189537,1747054,3025232.868,5240292,99,5241162,2620581,3704830.826,5240292,870,0,0,0,0,0,0,0,0,0,104,40,0.572392153,0.190797384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,Web Attack � Brute Force
443,296742,18,20,876,20084,209,0,48.66666667,72.59233471,2552,0,1004.2,761.2166577,70633.74918,128.0573697,8020.054054,21101.85393,117705,0,296742,17455.41176,28986.36141,117705,0,262910,13837.36842,36457.03102,148181,3,0,0,0,0,372,412,60.65875407,67.39861563,0,2552,537.4358974,726.3006045,527512.5682,0,0,0,1,0,0,0,0,1,551.5789474,48.66666667,1004.2,372,0,0,0,0,0,0,18,876,20,20084,8192,127,17,20,0,0,0,0,0,0,0,0,BENIGN
22,13964897,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,340.3533875,3.580405928,284997.898,748290.41,2611589,3,11700000,652399.6111,1078542.424,2666121,441,14000000,465493,916530.6585,2611589,3,0,0,0,0,616,1000,1.360554253,2.219851675,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0,0,0,0,0,0,0,0,SSH-Patator
